Respondent,Gender,EdLevel,Age,Country,WorkLoc,CompTotal,ConvertedComp,WorkWeekHrs,CodeRevHrs
6569,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,United States,Office,85000.0,85000.0,40.0,2.0
6572,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",40.0,United States,Office,98000.0,1176000.0,40.0,4.0
6576,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",27.0,Sweden,Office,34000.0,45072.0,40.0,3.0
6578,Man,Some college/university study without earning a degree,29.0,United States,Home,100000.0,100000.0,40.0,2.0
6592,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,Germany,Home,46200.0,52934.0,40.0,2.0
6595,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",33.0,United States,Office,190000.0,190000.0,35.0,8.0
6598,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,New Zealand,Office,90000.0,62073.0,45.0,7.0
6600,Man,Some college/university study without earning a degree,29.0,Iran,Office,100000000.0,28500.0,60.0,12.0
6608,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,United States,Office,95000.0,95000.0,40.0,3.0
6610,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,Germany,Office,60000.0,68745.0,40.0,4.0
6611,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",34.0,United Kingdom,Home,40000.0,52339.0,37.5,10.0
6612,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,United States,Office,98000.0,1176000.0,40.0,8.0
6618,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",31.0,Greece,Home,1350.0,18564.0,40.0,5.0
6621,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,India,Home,1200000.0,16791.0,45.0,6.0
6622,Woman,Some college/university study without earning a degree,31.0,United States,Other,2500.0,125000.0,40.0,5.0
6629,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",27.0,Australia,Home,95000.0,68903.0,42.0,5.0
6632,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",40.0,Turkey,Home,17500.0,40320.0,40.0,20.0
6638,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,Canada,Office,124000.0,94660.0,50.0,4.0
6643,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.5,United States,Office,68000.0,68000.0,40.0,3.0
6644,Man,Some college/university study without earning a degree,39.0,Spain,Home,45000.0,51559.0,40.0,5.0
6647,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,India,Office,2400000.0,33583.0,40.0,2.0
6650,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",21.0,Mexico,Office,15000.0,9420.0,40.0,5.0
6654,Woman,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18.0,United States,Office,120000.0,120000.0,40.0,5.0
6655,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",35.0,Germany,Home,58000.0,66453.0,40.0,2.0
6657,Man,Some college/university study without earning a degree,26.3,United Kingdom,Office,24000.0,31403.0,35.0,1.0
6661,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",34.0,Germany,Office,62500.0,71609.0,40.0,5.0
6663,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,United States,Home,110000.0,1320000.0,45.0,4.0
6669,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",36.0,Cuba,Other,12500.0,5820.0,45.0,6.0
6670,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",37.0,United States,Home,175000.0,175000.0,45.0,5.0
6676,Man,Some college/university study without earning a degree,26.0,South Africa,Home,520000.0,39029.0,60.0,2.0
6678,Man,Some college/university study without earning a degree,38.0,United States,Home,121000.0,121000.0,38.0,5.0
6682,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,Germany,Home,58000.0,66453.0,32.0,4.0
6686,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,United States,Office,48850.0,48850.0,40.0,1.0
6690,Man,Associate degree,22.0,Germany,Other,36000.0,41247.0,40.0,3.0
6691,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,Ireland,Office,28000.0,32081.0,40.0,8.0
6695,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0,Germany,Office,68000.0,934932.0,40.0,4.0
6696,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,United States,Office,45000.0,2000000.0,40.0,2.0
6697,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",45.0,United States,Office,95000.0,95000.0,40.0,2.0
6698,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,United States,Home,160000.0,160000.0,45.0,3.0
6700,Man,Some college/university study without earning a degree,28.0,United States,Home,65000.0,65000.0,45.0,2.0
6701,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",35.0,Montenegro,Home,60000.0,68745.0,45.0,4.0
6702,Man,"Other doctoral degree (Ph.D, Ed.D., etc.)",27.0,United Kingdom,Home,68000.0,88976.0,40.0,3.0
6707,Man,Associate degree,36.0,Canada,Home,4000.0,36648.0,75.0,3.0
6710,Man,Some college/university study without earning a degree,43.0,Poland,Office,20400.0,65412.0,40.0,8.0
6711,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",31.0,Netherlands,Office,36000.0,41247.0,40.0,8.0
6715,Man,Some college/university study without earning a degree,39.0,Sweden,Office,612000.0,67605.0,40.0,8.0
6718,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35.0,Spain,Office,42000.0,48121.0,40.0,1.0
6719,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,United States,Home,110000.0,110000.0,40.0,3.0
6722,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,United States,Office,50000.0,50000.0,42.0,0.0
6724,Man,Some college/university study without earning a degree,52.0,United States,Home,130000.0,130000.0,40.0,2.0
6729,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,United States,Office,83000.0,996000.0,42.0,4.0
6737,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",38.0,Ireland,Office,88000.0,100826.0,40.0,2.0
6738,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,Germany,Office,55000.0,63016.0,40.0,3.0
6739,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,United States,Office,140000.0,140000.0,35.0,3.0
6741,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,Spain,Home,45000.0,51559.0,40.0,5.0
6742,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,United States,Office,99500.0,99500.0,35.0,2.0
6747,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",33.0,United States,Home,140000.0,140000.0,40.0,3.0
6753,Man,Associate degree,27.0,Germany,Home,70000.0,80202.0,40.0,3.0
6755,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0,United Kingdom,Office,25000.0,32712.0,37.5,2.0
6759,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,Japan,Office,30000.0,3288.0,30.0,1.0
6763,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",35.0,Germany,Office,105000.0,120304.0,45.0,10.0
6769,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",22.0,Spain,Office,15000.0,17186.0,25.0,1.0
6771,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,United Kingdom,Office,38000.0,49722.0,40.0,9.0
6774,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0,Canada,Other,74000.0,56490.0,50.0,1.0
6775,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,United Kingdom,Office,44000.0,57573.0,40.0,2.0
6776,Man,Some college/university study without earning a degree,24.0,Dominican Republic,Office,25000.0,5940.0,40.0,15.0
6781,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",28.0,Switzerland,Home,116000.0,116537.0,45.0,4.0
6782,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",30.0,India,Office,1900000.0,26586.0,40.0,5.0
6784,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",36.0,United Kingdom,Office,55000.0,71966.0,40.0,3.0
6786,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,Egypt,Office,25000.0,17004.0,45.0,12.0
6787,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",19.0,Switzerland,Home,1400.0,16872.0,42.5,0.1
6796,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,Canada,Office,80000.0,61071.0,37.5,2.0
6801,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,United States,Office,115000.0,115000.0,43.0,4.0
6810,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",27.0,United States,Office,11000.0,11000.0,40.0,4.0
6813,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,Honduras,Office,1000.0,1000.0,44.0,10.0
6816,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",29.0,Italy,Other,38000.0,43538.0,40.0,8.0
6817,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",26.0,Turkey,Office,96000.0,18432.0,40.0,4.0
6818,Man,Some college/university study without earning a degree,48.0,United Kingdom,Office,69000.0,90285.0,40.0,2.0
6820,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",41.0,Switzerland,Office,140000.0,140648.0,40.0,2.0
6826,Man,Associate degree,30.0,United States,Home,130000.0,130000.0,42.0,2.0
6828,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",27.0,Lebanon,Office,2450.0,29400.0,42.0,3.0
6829,Man,Some college/university study without earning a degree,21.0,United Kingdom,Office,33000.0,43180.0,37.5,1.0
6832,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",24.0,Germany,Office,50000.0,57287.0,40.0,5.0
6836,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",34.0,Other Country (Not Listed Above),Other,55000.0,63016.0,35.0,3.0
6837,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",26.0,Denmark,Office,28000.0,51564.0,37.5,1.0
6838,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,Spain,Office,40000.0,45830.0,40.0,2.0
6847,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",30.0,Singapore,Office,111750.0,993036.0,50.0,5.0
6850,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20.0,United Kingdom,Office,20000.0,26169.0,37.5,2.0
6852,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",31.0,India,Office,1800000.0,302244.0,40.0,10.0
6854,Woman,Some college/university study without earning a degree,42.0,United States,Home,125040.0,125040.0,40.0,10.0
6857,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",39.0,Belgium,Office,6000.0,82488.0,38.0,2.0
6858,Man,Some college/university study without earning a degree,40.0,United States,Office,142000.0,142000.0,40.0,8.0
6860,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",28.0,India,Office,850000.0,11894.0,50.0,10.0
6862,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,India,Office,350000.0,4897.0,11.0,10.0
6865,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,Malta,Office,37000.0,42393.0,40.0,4.0
6868,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,United Kingdom,Office,38000.0,49722.0,40.0,5.0
6874,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,Brazil,Home,34940.0,9545.0,85.0,1.5
6875,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",35.0,Canada,Office,105000.0,80155.0,45.0,2.0
6880,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",34.0,Denmark,Office,45000.0,82860.0,37.0,1.0
6886,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",47.0,United States,Office,194000.0,194000.0,45.0,6.0
6888,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",21.0,Brazil,Office,1000.0,3276.0,44.0,10.0
6889,Man,Associate degree,27.0,Germany,Office,3750.0,51564.0,40.0,2.0
6890,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,United States,Office,97000.0,97000.0,40.0,1.0
6893,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0,India,Office,500000.0,6996.0,40.0,10.0
6895,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",29.0,France,Office,38400.0,43997.0,40.0,2.0
6901,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",31.0,United States,Other,70000.0,70000.0,32.0,10.0
6906,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,Brazil,Office,10000.0,32784.0,50.0,12.0
6911,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",39.0,India,Office,6000000.0,83957.0,40.0,5.0
6913,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",37.0,Other Country (Not Listed Above),Home,60000.0,60000.0,45.0,8.0
6917,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0,Singapore,Other,70000.0,51836.0,40.0,2.0
6923,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,Austria,Office,56000.0,64162.0,40.0,2.0
6924,Man,Some college/university study without earning a degree,24.0,Brazil,Home,3000.0,9840.0,40.0,5.0
6925,Man,"Professional degree (JD, MD, etc.)",31.0,Switzerland,Office,99000.0,99459.0,37.0,6.0
6927,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",33.0,South Africa,Office,85000.0,76560.0,40.0,2.0
6931,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,United States,Office,155000.0,2000000.0,42.0,0.0
6932,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,Germany,Other,55000.0,63016.0,9.0,2.0
6940,Woman,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",34.0,Ukraine,Home,45000.0,540000.0,25.0,5.0
6943,Woman,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",30.0,Canada,Office,75000.0,57254.0,40.0,2.0
6945,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,Sri Lanka,Home,300.0,2616.0,50.0,5.0
6951,Man,Associate degree,29.0,Canada,Office,40000.0,1000000.0,40.0,2.0
6955,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,United States,Office,135000.0,2000000.0,40.0,5.0
6962,Man,Associate degree,30.0,United States,Office,110000.0,1320000.0,50.0,15.0
6965,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,Canada,Office,210000.0,160311.0,40.0,5.0
6966,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",39.0,Hungary,Home,755000.0,32700.0,40.0,0.1
6972,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",31.0,United States,Office,190000.0,190000.0,65.0,4.0
6973,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",22.0,Mexico,Office,6000.0,3768.0,20.0,2.0
6974,Man,Associate degree,30.0,Switzerland,Office,100500.0,1000000.0,42.0,5.0
6975,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",21.0,Philippines,Office,15000.0,3444.0,40.0,35.0
6977,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",39.0,United States,Office,115000.0,115000.0,50.0,6.0
6978,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",35.0,Nigeria,Home,2400000.0,6648.0,40.0,10.0
6982,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,Spain,Home,40000.0,45830.0,40.0,5.0
6985,Man,Some college/university study without earning a degree,27.0,Sweden,Office,32000.0,42420.0,385.0,1.0
6989,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,United States,Office,88800.0,88800.0,40.0,2.0
6990,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,Thailand,Office,110000.0,42168.0,40.0,3.0
6994,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",29.0,United States,Office,93000.0,2000000.0,70.0,2.0
6995,Man,Some college/university study without earning a degree,31.0,Poland,Office,3400.0,10908.0,40.0,5.0
6996,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,United States,Office,4000.0,48000.0,37.0,4.0
6999,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,Spain,Home,25000.0,343728.0,40.0,1.0
7001,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",42.0,Australia,Office,300000.0,217590.0,50.0,5.0
7004,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,Canada,Office,70000.0,53437.0,35.0,0.5
7010,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,United States,Office,58000.0,58000.0,40.0,7.0
7014,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0,Dominican Republic,Home,945000.0,18693.0,44.0,6.0
7019,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",32.0,United States,Home,104030.0,104030.0,37.5,2.0
7026,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",26.0,Bulgaria,Home,36000.0,21060.0,45.0,2.0
7027,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,China,Office,12000.0,21348.0,45.0,4.0
7030,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",49.0,United States,Office,70000.0,70000.0,43.0,4.0
7031,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",38.0,Italy,Office,45000.0,51559.0,40.0,5.0
7037,Man,Some college/university study without earning a degree,42.0,United States,Office,270000.0,270000.0,40.0,4.0
7038,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",28.0,Luxembourg,Office,60000.0,68745.0,50.0,2.0
7039,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",30.0,Austria,Office,3300.0,45372.0,40.0,2.0
7040,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",47.0,United States,Home,117000.0,117000.0,40.0,3.0
7042,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",35.0,Netherlands,Office,2800.0,38496.0,32.0,5.0
7049,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,Nepal,Home,25000.0,2640.0,44.0,12.0
7053,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,India,Office,13000.0,2184.0,47.0,7.0
7063,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",39.0,United States,Home,140000.0,140000.0,40.0,6.0
7068,Man,Associate degree,21.0,Italy,Office,95000.0,95440.0,42.5,8.0
7080,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0,Spain,Home,2350.0,32316.0,40.0,1.0
7081,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",34.0,Iran,Office,60000000.0,17100.0,8.5,1.0
7082,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",21.0,India,Office,330.0,3960.0,50.0,4.0
7090,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,Australia,Office,88000.0,63826.0,38.0,2.0
7095,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,Portugal,Office,2200.0,30252.0,40.0,5.0
7097,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",36.0,Netherlands,Office,64800.0,74245.0,40.0,10.0
7098,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,Serbia,Office,140000.0,16260.0,40.0,5.0
7102,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",40.0,United States,Home,170000.0,170000.0,50.0,2.0
7104,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,United States,Home,90000.0,90000.0,40.0,1.0
7105,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",29.0,United Kingdom,Office,69500.0,90939.0,40.0,4.0
7106,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",30.0,Taiwan,Office,1100000.0,35740.0,40.0,2.0
7113,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,India,Office,240000.0,3358.0,38.0,5.0
7114,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0,India,Office,4800000.0,67165.0,50.0,10.0
7116,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,Netherlands,Office,3200.0,43992.0,40.0,12.0
7121,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,United States,Office,110000.0,110000.0,45.0,4.0
7122,Man,Associate degree,24.0,Germany,Office,75000.0,85931.0,38.0,4.0
7123,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,United States,Office,110000.0,110000.0,46.0,1.0
7129,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",34.0,Hong Kong (S.A.R.),Office,400000.0,50977.0,35.0,5.0
7132,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0,United States,Office,235000.0,235000.0,40.0,5.0
7134,Man,Some college/university study without earning a degree,46.0,United States,Home,151000.0,151000.0,40.0,1.0
7138,Man,"Other doctoral degree (Ph.D, Ed.D., etc.)",37.0,United States,Office,210000.0,210000.0,40.0,4.0
7141,Man,Some college/university study without earning a degree,23.0,Czech Republic,Office,40000.0,21384.0,40.0,2.0
7143,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",33.0,Pakistan,Home,130000.0,11268.0,50.0,5.0
7144,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",31.0,India,Other,2160000.0,30224.0,40.0,5.0
7145,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0,China,Other,5000.0,8892.0,40.0,3.0
7146,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,India,Office,1700000.0,23788.0,40.0,6.0
7147,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",44.0,United States,Office,115000.0,115000.0,35.0,2.0
7151,Man,I never completed any formal education,29.0,Netherlands,Home,62000.0,71036.0,40.0,5.0
7153,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",32.0,Czech Republic,Office,3500.0,48120.0,40.0,10.0
7161,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",28.0,Germany,Office,3833.0,52704.0,40.0,10.0
7171,Man,Some college/university study without earning a degree,47.0,United States,Office,190000.0,190000.0,60.0,2.0
7174,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",35.0,Switzerland,Office,87160.0,87564.0,37.0,2.0
7175,Woman,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",28.0,Netherlands,Home,41000.0,46976.0,40.0,5.0
7180,Man,Associate degree,35.0,Turkey,Home,3000.0,6912.0,40.0,4.0
7185,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0,Hungary,Home,340000.0,14724.0,40.0,2.0
7188,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",24.0,Russian Federation,Home,2100000.0,32083.0,60.0,4.0
7190,Man,Associate degree,34.0,South Korea,Home,4590000.0,49224.0,40.0,8.0
7191,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",27.0,United States,Other,80000.0,960000.0,40.0,5.0
7192,Man,Some college/university study without earning a degree,31.0,Kenya,Home,310000.0,37032.0,40.0,1.0
7195,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,Sweden,Office,40000.0,53028.0,40.0,1.0
7198,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",43.0,United States,Office,150000.0,150000.0,40.0,8.0
7199,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",28.0,Norway,Office,540000.0,63987.0,40.0,3.0
7203,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",27.0,India,Home,17000.0,2856.0,45.0,4.0
7210,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0,India,Office,400000.0,5597.0,40.0,10.0
7215,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",35.0,Belgium,Office,3100.0,42624.0,39.0,12.0
7218,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",29.0,Sweden,Office,55000.0,72912.0,9.0,2.0
7219,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",34.0,Singapore,Home,8100.0,71976.0,40.0,12.0
7228,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0,India,Office,360000.0,5037.0,60.0,10.0
7231,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",34.0,United States,Office,115000.0,115000.0,40.0,5.0
7246,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0,United States,Office,76000.0,76000.0,45.0,4.0
7249,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",48.0,United States,Office,145000.0,145000.0,40.0,5.0
7252,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",26.0,United Kingdom,Home,61000.0,79817.0,40.0,5.0
7259,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",35.0,Russian Federation,Office,65000.0,11916.0,40.0,2.0
7267,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,Pakistan,Office,30000.0,2604.0,45.0,1.0
7270,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",30.0,United States,Home,57000.0,57000.0,40.0,1.0
7271,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0,Greece,Other,1200.0,16500.0,9.0,2.0
7275,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",38.0,Sweden,Office,39500.0,52356.0,40.0,10.0
7278,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",37.0,United States,Home,85000.0,85000.0,40.0,4.0
7280,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",28.0,Germany,Office,60000.0,68745.0,45.0,4.0
7281,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",27.0,India,Office,7000000.0,97950.0,50.0,2.0
7285,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,Brazil,Home,9660.0,31668.0,40.0,2.0
7287,Man,Some college/university study without earning a degree,29.0,United States,Office,165000.0,165000.0,35.0,3.0
7288,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,Bangladesh,Home,70000.0,10032.0,9.0,7.0
7291,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",31.0,United Kingdom,Office,36000.0,565260.0,42.0,8.0
7298,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",23.0,Germany,Office,50000.0,57287.0,40.0,2.0
7299,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,Nigeria,Home,6000000.0,16620.0,40.0,3.0
7300,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",36.0,United States,Office,95000.0,95000.0,40.0,4.0
7302,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,Philippines,Office,100000.0,22944.0,40.0,5.0
7304,Man,Some college/university study without earning a degree,21.0,United Kingdom,Office,27000.0,35329.0,38.0,5.0
7307,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0,United States,Office,170000.0,170000.0,40.0,4.0
7313,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",61.0,United States,Office,195000.0,195000.0,40.0,5.0
7315,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",30.0,United States,Office,340000.0,340000.0,40.0,6.0
